timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2024-09-09T00:00:00.000Z";"2024-09-09T23:59:59.999Z";"2024-09-09T14:06:00.000Z";"2024-09-09T06:56:00.000Z";"2781";1.0001449823;1.0016813165;0.999615611;1.0001448017;53645369812.81;118213349440.81;"2024-09-09T23:59:59.999Z"
"2024-09-08T00:00:00.000Z";"2024-09-08T23:59:59.999Z";"2024-09-08T22:44:00.000Z";"2024-09-08T04:09:00.000Z";"2781";0.9998977575;1.0012882628;0.9996020644;0.9999346108;32754298135.73;118212522814.75;"2024-09-08T23:59:59.999Z"
"2024-09-07T00:00:00.000Z";"2024-09-07T23:59:59.999Z";"2024-09-07T13:42:00.000Z";"2024-09-07T01:54:00.000Z";"2781";0.9997858865;1.001468197;0.9994746303;0.9998500565;34349157560.46;118183301979.77;"2024-09-07T23:59:59.999Z"
"2024-09-06T00:00:00.000Z";"2024-09-06T23:59:59.999Z";"2024-09-06T19:50:00.000Z";"2024-09-06T19:46:00.000Z";"2781";0.999734609;1.0012527026;0.9986448442;0.9997416394;76063648537.13;118110992248.2;"2024-09-06T23:59:59.999Z"
"2024-09-05T00:00:00.000Z";"2024-09-05T23:59:59.999Z";"2024-09-05T03:11:00.000Z";"2024-09-05T21:38:00.000Z";"2781";1.0000215507;1.0015080422;0.9993367883;0.999754353;47219392113.5;118123412031.35;"2024-09-05T23:59:59.999Z"
"2024-09-04T00:00:00.000Z";"2024-09-04T23:59:59.999Z";"2024-09-04T10:19:00.000Z";"2024-09-04T05:48:00.000Z";"2781";0.999719938;1.0015305869;0.9994686993;1.0000192792;57499396610.79;118144833383.45;"2024-09-04T23:59:59.999Z"
"2024-09-03T00:00:00.000Z";"2024-09-03T23:59:59.999Z";"2024-09-03T16:13:00.000Z";"2024-09-03T20:14:00.000Z";"2781";0.9998654484;1.0010279839;0.9994023151;0.9997512423;43284063635.22;118108714816.93;"2024-09-03T23:59:59.999Z"
"2024-09-02T00:00:00.000Z";"2024-09-02T23:59:59.999Z";"2024-09-02T01:25:00.000Z";"2024-09-02T08:47:00.000Z";"2781";1.0000379132;1.0017378982;0.9996196282;0.9998954485;45617837521.16;118213094419.53;"2024-09-02T23:59:59.999Z"
"2024-09-01T00:00:00.000Z";"2024-09-01T23:59:59.999Z";"2024-09-01T14:08:00.000Z";"2024-09-01T18:28:00.000Z";"2781";0.9998826534;1.0016540329;0.9992096187;1.0000057832;40816634043.54;118233284750.36;"2024-09-01T23:59:59.999Z"
"2024-08-31T00:00:00.000Z";"2024-08-31T23:59:59.999Z";"2024-08-31T20:45:00.000Z";"2024-08-31T14:18:00.000Z";"2781";0.9999813346;1.0011372341;0.9995997662;0.9998844109;24536311363.71;118214928566.16;"2024-08-31T23:59:59.999Z"
"2024-08-30T00:00:00.000Z";"2024-08-30T23:59:59.999Z";"2024-08-30T15:38:00.000Z";"2024-08-30T12:32:00.000Z";"2781";1.0001171742;1.0018525062;0.9994453083;0.9998932726;53462688173.97;118213225145.17;"2024-08-30T23:59:59.999Z"
"2024-08-29T00:00:00.000Z";"2024-08-29T23:59:59.999Z";"2024-08-29T18:16:00.000Z";"2024-08-29T21:07:00.000Z";"2781";1.0001633028;1.0024287695;0.9997814547;1.0001589359;51557558279.32;118118434662;"2024-08-29T23:59:59.999Z"
